名稱:             描述:
sc4cfcasaa        "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 24)"
sc4cfcasab        "Casino Crazy Fruits (ZYFR) (Bellfruit) (Scorpion 4) (set 11)"
sc4cfcasac        "Casino Crazy Fruits (ZYFR) (Bellfruit) (Scorpion 4) (set 12)"
sc4cfcasad        "Casino Crazy Fruits (CCFR) (Bellfruit) (Scorpion 4) (set 3)"
sc4cfcasae        "Casino Crazy Fruits (CCFR) (Bellfruit) (Scorpion 4) (set 4)"
sc4cfcasaf        "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 25)"
sc4cfcasag        "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 26)"
sc4cfcasah        "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 27)"
sc4cfcasai        "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 28)"
sc4cfcasaj        "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 29)"
sc4cfcasak        "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 30)"
sc4cfcasal        "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 31)"
sc4cfcasam        "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 32)"
sc4cfcasb         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 3)"
sc4cfcasc         "Casino Crazy Fruits (ZYFR) (Bellfruit) (Scorpion 4) (set 5)"
sc4cfcasd         "Casino Crazy Fruits (ZYFR) (Bellfruit) (Scorpion 4) (set 6)"
sc4cfcase         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 4)"
sc4cfcasf         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 5)"
sc4cfcasg         "Casino Crazy Fruits (ZYFR) (Bellfruit) (Scorpion 4) (set 7)"
sc4cfcash         "Casino Crazy Fruits (ZYFR) (Bellfruit) (Scorpion 4) (set 8)"
sc4cfcasi         "Casino Crazy Fruits (ZYFR) (Bellfruit) (Scorpion 4) (set 1)"
sc4cfcasj         "Casino Crazy Fruits (ZYFR) (Bellfruit) (Scorpion 4) (set 2)"
sc4cfcask         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 6)"
sc4cfcasl         "Casino Crazy Fruits (ZYPF) (Bellfruit) (Scorpion 4) (set 2)"
sc4cfcasm         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 7)"
sc4cfcasn         "Casino Crazy Fruits (ZYFR) (Bellfruit) (Scorpion 4) (set 3)"
sc4cfcaso         "Casino Crazy Fruits (ZYFR) (Bellfruit) (Scorpion 4) (set 4)"
sc4cfcasp         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 8)"
sc4cfcasq         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 9)"
sc4cfcasr         "Casino Crazy Fruits (ZYPF) (Bellfruit) (Scorpion 4) (set 1)"
sc4cfcass         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 10)"
sc4cfcast         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 11)"
sc4cfcasu         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 12)"
sc4cfcasv         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 13)"
sc4cfcasw         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 14)"
sc4cfcasx         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 15)"
sc4cfcasy         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 16)"
sc4cfcasz         "Casino Crazy Fruits (Bellfruit) (Scorpion 4) (set 17)"
sc4cfcla          "Crazy Fruits Classic (Bellfruit) (Scorpion 4) (set 1)"
sc4cfclab         "Crazy Fruits Classic (Bellfruit) (Scorpion 4) (set 2)"
sc4cfclac         "Crazy Fruits Classic (Bellfruit) (Scorpion 4) (set 3)"
sc4cfclad         "Crazy Fruits Classic (Bellfruit) (Scorpion 4) (set 4)"
sc4cfclae         "Crazy Fruits Classic (Bellfruit) (Scorpion 4) (set 5)"
sc4cfclaf         "Crazy Fruits Classic (Bellfruit) (Scorpion 4) (set 6)"
sc4cfclb          "Crazy Fruits Club (Bellfruit) (Scorpion 4) (set 1)"
sc4cfclba         "Crazy Fruits Club (Bellfruit) (Scorpion 4) (set 2)"
sc4cfclbb         "Crazy Fruits Club (Bellfruit) (Scorpion 4) (set 3)"
sc4cfdu           "Crazy Fruits Down Under (Bellfruit) (Scorpion 4) (set 1)"
sc4cfdua          "Crazy Fruits Down Under (Bellfruit) (Scorpion 4) (set 2)"
sc4cfdub          "Crazy Fruits Down Under (Bellfruit) (Scorpion 4) (set 3)"
sc4cfduc          "Crazy Fruits Down Under (Bellfruit) (Scorpion 4) (set 4)"
sc4cfgcl          "Crazy Fruits Gold Club (Bellfruit) (Scorpion 4) (set 1)"
sc4cfgcla         "Crazy Fruits Gold Club (Bellfruit) (Scorpion 4) (set 2)"
sc4cfgclb         "Crazy Fruits Gold Club (Bellfruit) (Scorpion 4) (set 3)"
sc4cfgclc         "Crazy Fruits Gold Club (Bellfruit) (Scorpion 4) (set 4)"
sc4cfqps          "Crazy Fruits (PR6813, CRFR) (Qps) (Scorpion 4) (set 1)"
sc4cfqpsa         "Crazy Fruits (PR6813, CRFR) (Qps) (Scorpion 4) (set 4)"
sc4cfqpsb         "Crazy Fruits (PR6813, CRFR) (Qps) (Scorpion 4) (set 2)"
sc4cfqpsc         "Crazy Fruits V1.0 (PR2521, ECRZ) (Qps) (Scorpion 4) (set 1)"
sc4cfqpsd         "Crazy Fruits (PR6813, CRFR) (Qps) (Scorpion 4) (set 3)"
sc4cfqpse         "Crazy Fruits V1.0 (PR2521, ECRZ) (Qps) (Scorpion 4) (set 2)"
sc4cfqpsf         "Crazy Fruits V1.0 (PR2521, ECRZ) (Qps) (Scorpion 4) (set 3)"
sc4cfqpsg         "Crazy Fruits V1.0 (PR2521, ECRZ) (Qps) (Scorpion 4) (set 4)"
sc4cfqpsh         "Crazy Fruits V1.0 (PR2521, ECRZ) (Qps) (Scorpion 4) (set 5)"
sc4cfqpsi         "Crazy Fruits V1.0 (PR2521, ECRZ) (Qps) (Scorpion 4) (set 6)"
sc4cfqpsj         "Crazy Fruits SP98 (PR4613) (Qps) (Scorpion 4)"
sc4cfqpsk         "Crazy Fruits (PR6813, CCAS) (Qps) (Scorpion 4) (set 1)"
sc4cfqpsl         "Crazy Fruits SP98 (PR4613) (BFM) (Scorpion 4) (set 1)"
sc4cfqpsm         "Crazy Fruits SP98 (PR4613) (BFM / Whitbread) (Scorpion 4) (set 1)"
sc4cfqpsn         "Crazy Fruits SP98 (PR4613) (BFM) (Scorpion 4) (set 2)"
sc4cfqpso         "Crazy Fruits SP98 (PR4613) (BFM / Whitbread) (Scorpion 4) (set 2)"
sc4cfqpsp         "Crazy Fruits SP98 (PR4613) (BFM) (Scorpion 4) (set 3)"
sc4chain          "Chain Reaction (Bellfruit) (Scorpion 4) (set 1)"
sc4chaina         "Chain Reaction (Bellfruit) (Scorpion 4) (set 2)"
sc4chainb         "Chain Reaction (Bellfruit) (Scorpion 4) (set 3)"
sc4chainc         "Chain Reaction (Bellfruit) (Scorpion 4) (set 4)"
sc4chand          "Cash In Hand (Bellfruit) (Scorpion 4) (set 1)"
sc4chanda         "Cash In Hand (Bellfruit) (Scorpion 4) (set 2)"
sc4chandb         "Cash In Hand (Bellfruit) (Scorpion 4) (set 3)"
sc4chandc         "Cash In Hand (Bellfruit) (Scorpion 4) (set 4)"
sc4chavi          "Chav It (Bellfruit) (Scorpion 4) (set 1)"
sc4chavia         "Chav It (Bellfruit) (Scorpion 4) (set 2)"
sc4chavib         "Chav It (Bellfruit) (Scorpion 4) (set 3)"
sc4chavic         "Chav It (Bellfruit) (Scorpion 4) (set 4)"
sc4chavid         "Chav It (Bellfruit) (Scorpion 4) (set 5)"
sc4chavie         "Chav It (Bellfruit) (Scorpion 4) (set 6)"
sc4chavif         "Chav It (Bellfruit) (Scorpion 4) (set 7)"
sc4chavig         "Chav It (Bellfruit) (Scorpion 4) (set 8)"
sc4chavy          "Chavy Chase (Mazooma) (Scorpion 4) (set 1)"
sc4chavya         "Chavy Chase (Mazooma) (Scorpion 4) (set 2)"
sc4chavyb         "Chavy Chase (Mazooma) (Scorpion 4) (set 3)"
sc4chavyc         "Chavy Chase (Mazooma) (Scorpion 4) (set 4)"
sc4chavyd         "Chavy Chase (Mazooma) (Scorpion 4) (set 5)"
sc4chavye         "Chavy Chase (Mazooma) (Scorpion 4) (set 6)"
sc4chavyf         "Chavy Chase (Mazooma) (Scorpion 4) (set 7)"
sc4chavyg         "Chavy Chase (Mazooma) (Scorpion 4) (set 8)"
sc4chick          "Chickendales (Mazooma) (Scorpion 4)"
sc4chub           "Chubby Does Vegas (Mazooma) (Scorpion 4) (set 1)"
sc4chuba          "Chubby Does Vegas (Mazooma) (Scorpion 4) (set 2)"
sc4chubb          "Chubby Does Vegas (Mazooma) (Scorpion 4) (set 3)"
sc4cinv           "Cash Invaders (Bellfruit) (Scorpion 4) (set 1)"
sc4cinva          "Cash Invaders (Bellfruit) (Scorpion 4) (set 2)"
sc4cinvb          "Cash Invaders (Bellfruit) (Scorpion 4) (set 3)"
sc4cinvc          "Cash Invaders (Bellfruit) (Scorpion 4) (set 4)"
sc4cinvd          "Cash Invaders (Bellfruit) (Scorpion 4) (set 5)"
sc4cinve          "Cash Invaders (Bellfruit) (Scorpion 4) (set 6)"
sc4cinvf          "Cash Invaders (Bellfruit) (Scorpion 4) (set 7)"
sc4cinvg          "Cash Invaders (Bellfruit) (Scorpion 4) (set 8)"
sc4cinvh          "Cash Invaders (Bellfruit) (Scorpion 4) (set 9)"
sc4cinvi          "Cash Invaders (Bellfruit) (Scorpion 4) (set 10)"
sc4cj             "Cool Jewels (Bellfruit) (Scorpion 4) (set 1)"
sc4cja            "Cool Jewels (Bellfruit) (Scorpion 4) (set 2)"
sc4cjb            "Cool Jewels (Bellfruit) (Scorpion 4) (set 3)"
sc4cjc            "Cool Jewels (Bellfruit) (Scorpion 4) (set 4)"
sc4cjcl           "Cool Jewels Club (Bellfruit) (Scorpion 4) (set 1)"
sc4cjcla          "Cool Jewels Club (Bellfruit) (Scorpion 4) (set 2)"
sc4cjclb          "Cool Jewels Club (Bellfruit) (Scorpion 4) (set 3)"
sc4cjclc          "Cool Jewels Club (Bellfruit) (Scorpion 4) (set 4)"
sc4cjcld          "Cool Jewels Club (Bellfruit) (Scorpion 4) (set 5)"
sc4cjcle          "Cool Jewels Club (Bellfruit) (Scorpion 4) (set 6)"
sc4cjclf          "Cool Jewels Club (Bellfruit) (Scorpion 4) (set 7)"
sc4cjd            "Cool Jewels (Bellfruit) (Scorpion 4) (set 5)"
sc4ckx            "Casino King X (Mazooma) (Scorpion 4) (Top Box, set 1)"
sc4ckxa           "Casino King X (Mazooma) (Scorpion 4) (Base, set 1)"
sc4ckxb           "Casino King X (Mazooma) (Scorpion 4) (Base, set 2)"
sc4ckxc           "Casino King X (Mazooma) (Scorpion 4) (Base, set 3)"
sc4ckxd           "Casino King X (Mazooma) (Scorpion 4) (Top Box, set 2)"
sc4ckxe           "Casino King X (Mazooma) (Scorpion 4) (Base, set 4)"
sc4ckxf           "Casino King X (Mazooma) (Scorpion 4) (Base, set 5)"
sc4ckxg           "Casino King X (Mazooma) (Scorpion 4) (Base, set 6)"
sc4cla7           "Classic 7s (Mazooma) (Scorpion 4) (set 1)"
sc4cla7a          "Classic 7s (Mazooma) (Scorpion 4) (set 2)"
sc4cla7b          "Classic 7s (Mazooma) (Scorpion 4) (set 3)"
sc4cla7c          "Classic 7s (Mazooma) (Scorpion 4) (set 4)"
sc4clash          "Cash On The Lash (Mazooma) (Scorpion 4) (set 1)"
sc4clasha         "Cash On The Lash (Mazooma) (Scorpion 4) (set 2)"
sc4clashb         "Cash On The Lash (Mazooma) (Scorpion 4) (set 3)"
sc4clashc         "Cash On The Lash (Mazooma) (Scorpion 4) (set 4)"
sc4clashd         "Cash On The Lash (Mazooma) (Scorpion 4) (set 5)"
sc4clashe         "Cash On The Lash (Mazooma) (Scorpion 4) (set 6)"
sc4clashf         "Cash On The Lash (Mazooma) (Scorpion 4) (set 7)"
sc4clashg         "Cash On The Lash (Mazooma) (Scorpion 4) (set 8)"
sc4clbmn          "Club Moneybags (Bellfruit) (Scorpion 4) (set 1)"
sc4clbmna         "Club Moneybags (Bellfruit) (Scorpion 4) (set 2)"
sc4clbmnb         "Club Moneybags (Bellfruit) (Scorpion 4) (set 3)"
sc4clbmnc         "Club Moneybags (Bellfruit) (Scorpion 4) (set 4)"
sc4clbtm          "Club Temptation (Bellfruit) (Scorpion 4) (set 1)"
sc4clbtma         "Club Temptation (Bellfruit) (Scorpion 4) (set 2)"
sc4clbtmb         "Club Temptation (Bellfruit) (Scorpion 4) (set 3)"
sc4clbtmc         "Club Temptation (Bellfruit) (Scorpion 4) (set 4)"
sc4clbtmd         "Club Temptation (Bellfruit) (Scorpion 4) (set 5)"
sc4clbtme         "Club Temptation (Bellfruit) (Scorpion 4) (set 6)"
sc4clclo          "Club Clouseau (QPS) (Scorpion 4)"
sc4clown          "Clown Around (Bellfruit) (Scorpion 4) (set 1)"
sc4clowna         "Clown Around (Bellfruit) (Scorpion 4) (set 2)"
sc4clownb         "Clown Around (Bellfruit) (Scorpion 4) (set 3)"
sc4clownc         "Clown Around (Bellfruit) (Scorpion 4) (set 4)"
sc4clownd         "Clown Around (Bellfruit) (Scorpion 4) (set 5)"
sc4clowne         "Clown Around (Bellfruit) (Scorpion 4) (set 6)"
sc4clownf         "Clown Around (Bellfruit) (Scorpion 4) (set 7)"
sc4clowng         "Clown Around (Bellfruit) (Scorpion 4) (set 8)"
sc4clucl          "Cluedo Club (Mazooma) (Scorpion 4) (set 1)"
sc4clucla         "Cluedo Club (Mazooma) (Scorpion 4) (set 2)"
sc4clue           "Cluedo (Mazooma) (Scorpion 4) (set 1)"
sc4cluea          "Cluedo (Mazooma) (Scorpion 4) (set 2)"
sc4clueb          "Cluedo (Mazooma) (Scorpion 4) (set 3)"
sc4cluec          "Cluedo (Mazooma) (Scorpion 4) (set 4)"
sc4clued          "Cluedo (Mazooma) (Scorpion 4) (set 5)"
sc4cluee          "Cluedo (Mazooma) (Scorpion 4) (set 6)"
sc4cluef          "Cluedo (Mazooma) (Scorpion 4) (set 7)"
sc4clueg          "Cluedo (Mazooma) (Scorpion 4) (set 8)"
sc4cmani          "Colour Mania (Bellfruit) (Scorpion 4) (set 1)"
sc4cmania         "Colour Mania (Bellfruit) (Scorpion 4) (set 2)"
sc4cmon           "Casino Monopoly (PR2133) (Mazooma) (Scorpion 4) (set 1)"
sc4cmona          "Casino Monopoly (PR2133) (Mazooma) (Scorpion 4) (set 2)"
sc4cmonb          "Casino Monopoly (PR2133) (Mazooma) (Scorpion 4) (set 3)"
sc4cmonc          "Casino Monopoly (PR2133) (Mazooma) (Scorpion 4) (set 4)"
sc4cmond          "Casino Monopoly (PR2133) (Mazooma) (Scorpion 4) (set 5)"
sc4cmone          "Casino Monopoly (PR2133) (Mazooma) (Scorpion 4) (set 6)"
sc4cmonf          "Casino Monopoly (PR2133) (Mazooma) (Scorpion 4) (set 7)"
sc4cmong          "Casino Monopoly (PR2133) (Mazooma) (Scorpion 4) (set 8)"
sc4cmonh          "Casino Monopoly (PR2133) (Mazooma) (Scorpion 4) (set 9)"
sc4cmoni          "Casino Monopoly (PR2133) (Mazooma) (Scorpion 4) (set 10)"
sc4cmous          "Cash & Mouse (V041) (Qps) (Scorpion 4) (set 1)"
sc4cmousa         "Cash & Mouse (V011) (Qps) (Scorpion 4) (set 1)"
sc4cmousb         "Cash & Mouse (V041) (Qps) (Scorpion 4) (set 2)"
sc4cmousc         "Cash & Mouse (V011) (Qps) (Scorpion 4) (set 2)"
sc4cnfr           "Cash 'n' Fruit (Bellfruit) (Scorpion 4) (set 1)"
sc4cnfra          "Cash 'n' Fruit (Bellfruit) (Scorpion 4) (set 2)"
sc4cnfrb          "Cash 'n' Fruit (Bellfruit) (Scorpion 4) (set 3)"
sc4cnfrc          "Cash 'n' Fruit S+P98 (Bellfruit) (Scorpion 4) (set 1)"
sc4cnfrd          "Cash 'n' Fruit S+P98 (Bellfruit) (Scorpion 4) (set 2)"
sc4cnfre          "Cash 'n' Fruit (Bellfruit) (Scorpion 4) (set 4)"
sc4cnfrf          "Cash 'n' Fruit (Bellfruit) (Scorpion 4) (set 5)"
sc4cnfrg          "Cash 'n' Fruit (Bellfruit) (Scorpion 4) (set 6)"
sc4cnfrh          "Cash 'n' Fruit S+P98 (Bellfruit) (Scorpion 4) (set 3)"
sc4cnfri          "Cash 'n' Fruit S+P98 (Bellfruit) (Scorpion 4) (set 4)"
sc4colos          "Colossus (Dutch) (Bellfruit) (Scorpion 4)"
sc4copsr          "Cops 'n' Robbers (Bellfruit) (Scorpion 4) (set 1)"
sc4copsra         "Cops 'n' Robbers (Bellfruit) (Scorpion 4) (set 2)"
sc4copsrb         "Cops 'n' Robbers (Bellfruit) (Scorpion 4) (set 3)"
sc4copsrc         "Cops 'n' Robbers (Bellfruit) (Scorpion 4) (set 4)"
sc4copsrd         "Cops 'n' Robbers (Bellfruit) (Scorpion 4) (set 5)"
sc4copsre         "Cops 'n' Robbers (Bellfruit) (Scorpion 4) (set 6)"
sc4copsrf         "Cops 'n' Robbers (Bellfruit) (Scorpion 4) (set 7)"
sc4copsrg         "Cops 'n' Robbers (Bellfruit) (Scorpion 4) (set 8)"
sc4copsrh         "Cops 'n' Robbers (Bellfruit) (Scorpion 4) (set 9)"
sc4copsri         "Cops 'n' Robbers (Bellfruit) (Scorpion 4) (set 10)"
sc4corcl          "Coronation Street Club (Mazooma) (Scorpion 4) (set 1)"
sc4corcla         "Coronation Street Club (Mazooma) (Scorpion 4) (set 2)"
sc4coro           "Coronation Street (PR2252) (Mazooma) (Scorpion 4) (set 1)"
sc4coroa          "Coronation Street (PR2252) (Mazooma) (Scorpion 4) (set 2)"
sc4coroc          "Coronation Street Triple (Arcade Version 012) (PR2249) (Mazooma) (Scorpion 4) (set 1)"
sc4corod          "Coronation Street Triple (PR2249) (Mazooma) (Scorpion 4) (set 1)"
sc4corof          "Coronation Street (PR2252) (Mazooma) (Scorpion 4) (set 3)"
sc4corog          "Coronation Street (PR2252) (Mazooma) (Scorpion 4) (set 4)"
sc4coroh          "Coronation Street Triple (Arcade Version 012) (PR2249) (Mazooma) (Scorpion 4) (set 2)"
sc4coroi          "Coronation Street Triple (PR2249) (Mazooma) (Scorpion 4) (set 2)"
sc4coroj          "Coronation Street (PR2252) (Mazooma) (Scorpion 4) (set 5)"
sc4corok          "Coronation Street (PR2252) (Mazooma) (Scorpion 4) (set 6)"
sc4corol          "Coronation Street (PR2252) (Mazooma) (Scorpion 4) (set 7)"
sc4corom          "Coronation Street (PR2252) (Mazooma) (Scorpion 4) (set 8)"
sc4coron          "Coronation Street Triple (Bingo Version ?1) (PR2?4?) (Mazooma) (Scorpion 4)"
sc4corotb         "Coronation Street Triple Top Box (PR2526, CSTB) (Mazooma) (Scorpion 4) (Top Box, set 1)"
sc4corotba        "Coronation Street Triple Top Box (PR2526, CSTB) (Mazooma) (Scorpion 4) (Top Box, set 2)"
sc4count          "Countdown (Bellfruit) (Scorpion 4) (set 1)"
sc4counta         "Countdown (Bellfruit) (Scorpion 4) (set 2)"
sc4cr             "Cash Raker (Qps) (Scorpion 4) (set 1)"
sc4cra            "Cash Raker (Qps) (Scorpion 4) (set 2)"
sc4crb            "Cash Raker (Qps) (Scorpion 4) (set 3)"
sc4crc            "Cash Raker (V2.1) (Qps) (Scorpion 4) (set 1)"
sc4crcc           "Cops 'n' Robbers Club Classic (Bellfruit) (Scorpion 4) (set 1)"
sc4crcca          "Cops 'n' Robbers Club Classic (Bellfruit) (Scorpion 4) (set 2)"
sc4crccb          "Cops 'n' Robbers Club Classic (65%) (Bellfruit) (Scorpion 4) (set 1)"
sc4crccc          "Cops 'n' Robbers Club Classic (65%) (Bellfruit) (Scorpion 4) (set 2)"
sc4crcl           "Cash Raker Club (V1.0) (Qps) (Scorpion 4) (set 1)"
sc4crcla          "Cash Raker Club (V1.1) (Qps) (Scorpion 4) (set 1)"
sc4crclb          "Cash Raker Club (V1.0) (Qps) (Scorpion 4) (set 2)"
sc4crclc          "Cash Raker Club (V1.1) (Qps) (Scorpion 4) (set 2)"
sc4crcld          "Cash Raker Club (V1.3) (Qps) (Scorpion 4)"
sc4crcle          "Cash Raker Club (411) (Qps) (Scorpion 4) (set 1)"
sc4crclf          "Cash Raker Club (411) (Qps) (Scorpion 4) (set 2)"
sc4crcp           "Cops 'n' Robbers Club Platinum (Bellfruit) (Scorpion 4) (set 1)"
sc4crcpa          "Cops 'n' Robbers Club Platinum (Bellfruit) (Scorpion 4) (set 2)"
sc4crcpc          "Cops 'n' Robbers Club Platinum (Bellfruit) (Scorpion 4) (set 3)"
sc4crcpd          "Cops 'n' Robbers Club Platinum (Bellfruit) (Scorpion 4) (set 4)"
sc4crcpe          "Cops 'n' Robbers Club Platinum (Bellfruit) (Scorpion 4) (set 5)"
sc4crcpf          "Cops 'n' Robbers Club Platinum (Bellfruit) (Scorpion 4) (set 6)"
sc4crcpg          "Cops 'n' Robbers Club Platinum (Bellfruit) (Scorpion 4) (set 7)"
sc4crcph          "Cops 'n' Robbers Club Platinum (Bellfruit) (Scorpion 4) (set 8)"
sc4crcpi          "Cops 'n' Robbers Club Platinum (Bellfruit) (Scorpion 4) (set 9)"
sc4crcpj          "Cops 'n' Robbers Club Platinum (Bellfruit) (Scorpion 4) (set 10)"
sc4crd            "Cash Raker (V2.2) (Qps) (Scorpion 4) (set 1)"
sc4cre            "Cash Raker (V2.1) (Qps) (Scorpion 4) (set 2)"
sc4crf            "Cash Raker (V2.2) (Qps) (Scorpion 4) (set 2)"
sc4crgc           "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 1)"
sc4crgca          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 2)"
sc4crgcb          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 3)"
sc4crgcc          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 4)"
sc4crgcd          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 5)"
sc4crgce          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 6)"
sc4crgcf          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 7)"
sc4crgcg          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 8)"
sc4crgch          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 9)"
sc4crgci          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 10)"
sc4crgcj          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 11)"
sc4crgck          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 12)"
sc4crgcl          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 13)"
sc4crgcm          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 14)"
sc4crgcn          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 19)"
sc4crgco          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 15)"
sc4crgcp          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 20)"
sc4crgcq          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 16)"
sc4crgcr          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 21)"
sc4crgcs          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 23)"
sc4crgct          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 17)"
sc4crgcu          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 22)"
sc4crgcv          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 24)"
sc4crgcw          "Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 18)"
sc4crnjw          "Crown Jewels (Bellfruit) (Scorpion 4) (set 1)"
sc4crnjwa         "Crown Jewels (Bellfruit) (Scorpion 4) (set 2)"
sc4crsc           "Cops 'n' Robbers Safe Cracker (Bellfruit) (Scorpion 4) (set 1)"
sc4crsca          "Cops 'n' Robbers Safe Cracker (Bellfruit) (Scorpion 4) (set 2)"
sc4crscb          "Cops 'n' Robbers Safe Cracker (Bellfruit) (Scorpion 4) (set 3)"
sc4crscc          "Cops 'n' Robbers Safe Cracker (Bellfruit) (Scorpion 4) (set 4)"
sc4crscd          "Cops 'n' Robbers Safe Cracker (Bellfruit) (Scorpion 4) (set 5)"
sc4crsce          "Cops 'n' Robbers Safe Cracker (Bellfruit) (Scorpion 4) (set 6)"
sc4crscf          "Cops 'n' Robbers Safe Cracker (Bellfruit) (Scorpion 4) (set 7)"
sc4crscg          "Cops 'n' Robbers Safe Cracker (Bellfruit) (Scorpion 4) (set 8)"
sc4crzcs          "Crazy Casino SP98 (Bellfruit) (Scorpion 4) (set 1)"
sc4crzcsa         "Crazy Casino SP98 (Bellfruit) (Scorpion 4) (set 2)"
sc4crzcsb         "Crazy Casino SP98 (Bellfruit) (Scorpion 4) (set 3)"
sc4crzcsc         "Crazy Casino SP98 (Bellfruit) (Scorpion 4) (set 4)"
sc4crzgn          "Crazy Gang (Bellfruit) (Scorpion 4) (set 1, Top Box)"
sc4crzgn0         "Crazy Gang (Bellfruit) (Scorpion 4) (set 18)"
sc4crzgn1         "Crazy Gang (Bellfruit) (Scorpion 4) (set 19)"
sc4crzgn2         "Crazy Gang (Bellfruit) (Scorpion 4) (set 20)"
